Date,Time,mm/10-min
01/09/2011,0:10,0
01/09/2011,0:20,0
01/09/2011,0:30,0
01/09/2011,0:40,0
01/09/2011,0:50,0
01/09/2011,1:00,0
01/09/2011,1:10,0
01/09/2011,1:20,0
01/09/2011,1:30,0
01/09/2011,1:40,0
01/09/2011,1:50,0
01/09/2011,2:00,0
01/09/2011,2:10,0
01/09/2011,2:20,0
01/09/2011,2:30,0
01/09/2011,2:40,0
01/09/2011,2:50,0
01/09/2011,3:00,0
01/09/2011,3:10,0
01/09/2011,3:20,0
01/09/2011,3:30,0
01/09/2011,3:40,0
01/09/2011,3:50,0
01/09/2011,4:00,0
01/09/2011,4:10,0
01/09/2011,4:20,0
01/09/2011,4:30,0
01/09/2011,4:40,0
01/09/2011,4:50,0
01/09/2011,5:00,0
01/09/2011,5:10,0
01/09/2011,5:20,0
01/09/2011,5:30,0
01/09/2011,5:40,0
01/09/2011,5:50,0
01/09/2011,6:00,0
01/09/2011,6:10,0
01/09/2011,6:20,0
01/09/2011,6:30,0
01/09/2011,6:40,0
01/09/2011,6:50,0
01/09/2011,7:00,0
01/09/2011,7:10,0
01/09/2011,7:20,0
01/09/2011,7:30,0
01/09/2011,7:40,0
01/09/2011,7:50,0
01/09/2011,8:00,0
01/09/2011,8:10,0
01/09/2011,8:20,0
01/09/2011,8:30,0
01/09/2011,8:40,0
01/09/2011,8:50,0
01/09/2011,9:00,0
01/09/2011,9:10,0
01/09/2011,9:20,0
01/09/2011,9:30,0
01/09/2011,9:40,0
01/09/2011,9:50,0
01/09/2011,10:00,0
01/09/2011,10:10,0
01/09/2011,10:20,0
01/09/2011,10:30,0
01/09/2011,10:40,0
01/09/2011,10:50,0
01/09/2011,11:00,0
01/09/2011,11:10,0
01/09/2011,11:20,0
01/09/2011,11:30,0
01/09/2011,11:40,0
01/09/2011,11:50,0
01/09/2011,12:00,0
01/09/2011,12:10,0
01/09/2011,12:20,0
01/09/2011,12:30,0
01/09/2011,12:40,0
01/09/2011,12:50,0
01/09/2011,13:00,0
01/09/2011,13:10,0
01/09/2011,13:20,0
01/09/2011,13:30,0
01/09/2011,13:40,0
01/09/2011,13:50,0
01/09/2011,14:00,0
01/09/2011,14:10,0
01/09/2011,14:20,0
01/09/2011,14:30,0
01/09/2011,14:40,0
01/09/2011,14:50,0
01/09/2011,15:00,0
01/09/2011,15:10,0
01/09/2011,15:20,0
01/09/2011,15:30,0
01/09/2011,15:40,0
01/09/2011,15:50,0
01/09/2011,16:00,0
01/09/2011,16:10,0
01/09/2011,16:20,0
01/09/2011,16:30,0
01/09/2011,16:40,0
01/09/2011,16:50,0
01/09/2011,17:00,0
01/09/2011,17:10,0
01/09/2011,17:20,0
01/09/2011,17:30,0
01/09/2011,17:40,0
01/09/2011,17:50,0
01/09/2011,18:00,0
01/09/2011,18:10,0
01/09/2011,18:20,0
01/09/2011,18:30,0
01/09/2011,18:40,0
01/09/2011,18:50,0
01/09/2011,19:00,0
01/09/2011,19:10,0
01/09/2011,19:20,0
01/09/2011,19:30,0
01/09/2011,19:40,0
01/09/2011,19:50,0
01/09/2011,20:00,0
01/09/2011,20:10,0
01/09/2011,20:20,0
01/09/2011,20:30,0
01/09/2011,20:40,0
01/09/2011,20:50,0
01/09/2011,21:00,0
01/09/2011,21:10,0
01/09/2011,21:20,0
01/09/2011,21:30,0
01/09/2011,21:40,0
01/09/2011,21:50,0
01/09/2011,22:00,0
01/09/2011,22:10,0
01/09/2011,22:20,0
01/09/2011,22:30,0
01/09/2011,22:40,0
01/09/2011,22:50,0
01/09/2011,23:00,0
01/09/2011,23:10,0
01/09/2011,23:20,0
01/09/2011,23:30,0
01/09/2011,23:40,0
01/09/2011,23:50,0
02/09/2011,0:00,0
02/09/2011,0:10,0
02/09/2011,0:20,0
02/09/2011,0:30,0
02/09/2011,0:40,0
02/09/2011,0:50,0
02/09/2011,1:00,0
02/09/2011,1:10,0
02/09/2011,1:20,0
02/09/2011,1:30,0
02/09/2011,1:40,0
02/09/2011,1:50,0
02/09/2011,2:00,0
02/09/2011,2:10,0
02/09/2011,2:20,0
02/09/2011,2:30,0
02/09/2011,2:40,0
02/09/2011,2:50,0
02/09/2011,3:00,0
02/09/2011,3:10,0
02/09/2011,3:20,0
02/09/2011,3:30,0
02/09/2011,3:40,0
02/09/2011,3:50,0
02/09/2011,4:00,0
02/09/2011,4:10,0
02/09/2011,4:20,0
02/09/2011,4:30,0
02/09/2011,4:40,0
02/09/2011,4:50,0
02/09/2011,5:00,0
02/09/2011,5:10,0
02/09/2011,5:20,0
02/09/2011,5:30,0
02/09/2011,5:40,0
02/09/2011,5:50,0
02/09/2011,6:00,0
02/09/2011,6:10,0
02/09/2011,6:20,0
02/09/2011,6:30,0
02/09/2011,6:40,0
02/09/2011,6:50,0
02/09/2011,7:00,0
02/09/2011,7:10,0
02/09/2011,7:20,0
02/09/2011,7:30,0
02/09/2011,7:40,0
02/09/2011,7:50,0
02/09/2011,8:00,0
02/09/2011,8:10,0
02/09/2011,8:20,0
02/09/2011,8:30,0
02/09/2011,8:40,0
02/09/2011,8:50,0
02/09/2011,9:00,0
02/09/2011,9:10,0
02/09/2011,9:20,0
02/09/2011,9:30,0
02/09/2011,9:40,0
02/09/2011,9:50,0
02/09/2011,10:00,0
02/09/2011,10:10,0
02/09/2011,10:20,0
02/09/2011,10:30,0
02/09/2011,10:40,0
02/09/2011,10:50,0
02/09/2011,11:00,0
02/09/2011,11:10,0
02/09/2011,11:20,0
02/09/2011,11:30,0
02/09/2011,11:40,0
02/09/2011,11:50,0
02/09/2011,12:00,0
02/09/2011,12:10,0
02/09/2011,12:20,0
02/09/2011,12:30,0
02/09/2011,12:40,0
02/09/2011,12:50,0
02/09/2011,13:00,0
02/09/2011,13:10,0
02/09/2011,13:20,0
02/09/2011,13:30,0
02/09/2011,13:40,0
02/09/2011,13:50,0
02/09/2011,14:00,0
02/09/2011,14:10,0
02/09/2011,14:20,0
02/09/2011,14:30,0
02/09/2011,14:40,0
02/09/2011,14:50,0
02/09/2011,15:00,0
02/09/2011,15:10,0
02/09/2011,15:20,0
02/09/2011,15:30,0
02/09/2011,15:40,0
02/09/2011,15:50,0
02/09/2011,16:00,0
02/09/2011,16:10,0
02/09/2011,16:20,0
02/09/2011,16:30,0
02/09/2011,16:40,0
02/09/2011,16:50,0
02/09/2011,17:00,0
02/09/2011,17:10,0
02/09/2011,17:20,0
02/09/2011,17:30,0
02/09/2011,17:40,0
02/09/2011,17:50,0
02/09/2011,18:00,0
02/09/2011,18:10,0
02/09/2011,18:20,0
02/09/2011,18:30,0
02/09/2011,18:40,0
02/09/2011,18:50,0
02/09/2011,19:00,0
02/09/2011,19:10,0
02/09/2011,19:20,0
02/09/2011,19:30,0
02/09/2011,19:40,0
02/09/2011,19:50,0
02/09/2011,20:00,0
02/09/2011,20:10,0
02/09/2011,20:20,0
02/09/2011,20:30,0
02/09/2011,20:40,0
02/09/2011,20:50,0
02/09/2011,21:00,0
02/09/2011,21:10,0
02/09/2011,21:20,0
02/09/2011,21:30,0
02/09/2011,21:40,0
02/09/2011,21:50,0
02/09/2011,22:00,0
02/09/2011,22:10,0
02/09/2011,22:20,0
02/09/2011,22:30,0
02/09/2011,22:40,0
02/09/2011,22:50,0
02/09/2011,23:00,0
02/09/2011,23:10,0
02/09/2011,23:20,0
02/09/2011,23:30,0
02/09/2011,23:40,0
02/09/2011,23:50,0
03/09/2011,0:00,0
03/09/2011,0:10,0
03/09/2011,0:20,0
03/09/2011,0:30,0
03/09/2011,0:40,0
03/09/2011,0:50,0
03/09/2011,1:00,0
03/09/2011,1:10,0
03/09/2011,1:20,0
03/09/2011,1:30,0
03/09/2011,1:40,0
03/09/2011,1:50,0
03/09/2011,2:00,0
03/09/2011,2:10,0
03/09/2011,2:20,0
03/09/2011,2:30,0
03/09/2011,2:40,0
03/09/2011,2:50,0
03/09/2011,3:00,0
03/09/2011,3:10,0
03/09/2011,3:20,0
03/09/2011,3:30,0
03/09/2011,3:40,0
03/09/2011,3:50,0
03/09/2011,4:00,0
03/09/2011,4:10,0
03/09/2011,4:20,0
03/09/2011,4:30,0
03/09/2011,4:40,0
03/09/2011,4:50,0
03/09/2011,5:00,0
03/09/2011,5:10,0
03/09/2011,5:20,0
03/09/2011,5:30,0
03/09/2011,5:40,0
03/09/2011,5:50,0
03/09/2011,6:00,0
03/09/2011,6:10,0
03/09/2011,6:20,0
03/09/2011,6:30,0
03/09/2011,6:40,0
03/09/2011,6:50,0
03/09/2011,7:00,0
03/09/2011,7:10,0
03/09/2011,7:20,0
03/09/2011,7:30,0
03/09/2011,7:40,0
03/09/2011,7:50,0
03/09/2011,8:00,0
03/09/2011,8:10,0
03/09/2011,8:20,0
03/09/2011,8:30,0
03/09/2011,8:40,0
03/09/2011,8:50,0
03/09/2011,9:00,0
03/09/2011,9:10,0
03/09/2011,9:20,0
03/09/2011,9:30,0
03/09/2011,9:40,0
03/09/2011,9:50,0
03/09/2011,10:00,0
03/09/2011,10:10,0
03/09/2011,10:20,0
03/09/2011,10:30,0
03/09/2011,10:40,0
03/09/2011,10:50,0
03/09/2011,11:00,0
03/09/2011,11:10,0
03/09/2011,11:20,0
03/09/2011,11:30,0
03/09/2011,11:40,0
03/09/2011,11:50,0
03/09/2011,12:00,0
03/09/2011,12:10,0
03/09/2011,12:20,0
03/09/2011,12:30,0
03/09/2011,12:40,0
03/09/2011,12:50,0
03/09/2011,13:00,0
03/09/2011,13:10,0
03/09/2011,13:20,0
03/09/2011,13:30,0
03/09/2011,13:40,0
03/09/2011,13:50,0
03/09/2011,14:00,0
03/09/2011,14:10,0
03/09/2011,14:20,0
03/09/2011,14:30,0
03/09/2011,14:40,0
03/09/2011,14:50,0
03/09/2011,15:00,0
03/09/2011,15:10,0
03/09/2011,15:20,0
03/09/2011,15:30,0
03/09/2011,15:40,0
03/09/2011,15:50,0
03/09/2011,16:00,0
03/09/2011,16:10,0
03/09/2011,16:20,0
03/09/2011,16:30,0
03/09/2011,16:40,0
03/09/2011,16:50,0
03/09/2011,17:00,0
03/09/2011,17:10,0
03/09/2011,17:20,0
03/09/2011,17:30,0
03/09/2011,17:40,0
03/09/2011,17:50,0
03/09/2011,18:00,0
03/09/2011,18:10,0
03/09/2011,18:20,0
03/09/2011,18:30,0
03/09/2011,18:40,0
03/09/2011,18:50,0
03/09/2011,19:00,0
03/09/2011,19:10,0
03/09/2011,19:20,0
03/09/2011,19:30,0
03/09/2011,19:40,0
03/09/2011,19:50,0
03/09/2011,20:00,0
03/09/2011,20:10,0
03/09/2011,20:20,0
03/09/2011,20:30,0
03/09/2011,20:40,0
03/09/2011,20:50,0
03/09/2011,21:00,0
03/09/2011,21:10,0
03/09/2011,21:20,0
03/09/2011,21:30,0
03/09/2011,21:40,0
03/09/2011,21:50,0
03/09/2011,22:00,0
03/09/2011,22:10,0
03/09/2011,22:20,0
03/09/2011,22:30,0
03/09/2011,22:40,0
03/09/2011,22:50,0
03/09/2011,23:00,0
03/09/2011,23:10,0
